status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
1,30,4,1,10623.0,1,5,3,3,1,4,4,38,3,3,3,4,1,2,2,1
1,18,2,0,2249.0,2,4,4,3,1,3,3,30,3,2,1,4,1,2,2,1
1,30,2,2,3108.0,1,2,2,1,1,4,2,31,3,2,1,2,2,1,2,0
2,12,4,0,958.0,1,4,2,3,1,3,1,47,3,2,2,2,1,1,2,1
4,24,2,1,9277.0,5,3,2,1,1,4,4,48,3,3,1,3,2,2,2,1
4,24,4,10,6314.0,1,1,4,3,2,2,4,27,1,2,2,4,2,2,2,1
1,12,4,1,1526.0,1,5,4,3,1,4,4,66,3,3,2,4,2,1,2,1
1,12,2,2,3590.0,1,3,2,3,2,2,2,29,3,2,1,2,1,1,2,1
1,24,4,1,6615.0,1,1,2,3,1,4,4,75,3,3,2,4,2,2,2,1
1,6,4,2,1872.0,1,1,4,3,1,4,4,36,3,3,3,4,2,2,2,1
4,12,2,0,2859.0,5,1,4,3,1,4,4,38,3,2,1,4,2,2,2,1
4,18,4,3,1582.0,4,5,4,3,1,4,3,46,3,2,2,3,2,1,2,1
4,6,2,8,1238.0,5,1,4,3,1,4,2,36,3,2,1,4,1,2,2,1
1,12,2,2,2578.0,1,1,3,2,1,4,4,55,3,3,1,4,2,1,2,1
1,15,4,2,1433.0,1,3,4,2,1,3,2,25,3,1,2,3,2,1,2,1
1,42,2,2,7882.0,1,4,2,3,3,4,2,45,3,3,1,3,1,1,2,1
1,24,2,2,4169.0,1,3,4,3,1,4,2,28,3,2,1,3,2,1,2,1
1,36,2,2,3959.0,1,1,4,3,1,3,2,30,3,2,1,4,2,2,2,1
1,36,2,0,3249.0,1,4,2,3,1,4,4,39,1,3,1,4,1,2,2,1
1,24,2,2,3149.0,1,2,4,3,1,1,4,22,1,3,1,3,2,1,2,1
1,12,4,2,2246.0,1,5,3,3,1,3,2,60,3,2,2,3,2,1,2,0
1,13,4,9,1797.0,1,2,3,3,1,1,2,28,1,2,2,2,2,1,2,1
1,20,4,2,4272.0,1,5,1,2,1,4,2,24,3,2,2,3,2,1,2,1
1,24,4,1,2957.0,1,5,4,3,1,4,2,63,3,2,2,3,2,2,2,1
1,36,4,2,2348.0,1,3,3,4,1,2,2,46,3,2,2,3,2,2,2,1
3,42,0,9,6289.0,1,2,2,1,1,1,2,33,3,2,2,3,2,1,2,1
1,24,4,1,6419.0,1,5,2,2,1,4,4,44,3,3,2,4,1,2,2,1
1,48,4,1,6143.0,1,5,4,2,1,4,4,58,2,3,2,2,2,1,2,0
4,24,4,6,1597.0,1,5,4,3,1,4,4,54,3,3,2,3,1,1,2,1
1,36,2,10,15857.0,1,1,2,1,2,3,3,43,3,2,1,4,2,1,2,1
4,24,4,3,2223.0,2,5,4,3,1,4,2,52,1,2,2,3,2,1,2,1
4,48,3,3,7238.0,5,5,3,3,1,3,3,32,1,2,2,3,1,1,2,1
2,30,3,9,2503.0,2,5,4,3,1,2,2,41,2,2,2,3,2,1,2,1
2,18,2,9,2622.0,2,3,4,3,1,4,3,34,3,2,1,3,2,1,2,1
2,24,2,2,4351.0,5,3,1,2,1,4,2,48,3,2,1,2,2,2,2,1
2,6,2,3,368.0,5,5,4,3,1,4,2,38,3,2,1,3,2,1,2,1
2,12,2,8,754.0,5,5,4,3,1,4,2,38,3,2,2,3,2,1,2,1
4,24,4,3,2424.0,5,5,4,3,1,4,2,53,3,2,2,3,2,1,2,1
2,48,3,9,6681.0,5,3,4,3,1,4,4,38,3,3,1,3,1,2,2,1
2,18,3,9,2427.0,5,5,4,3,1,2,2,42,3,2,2,3,2,1,2,1
2,24,4,3,1216.0,2,2,4,3,1,4,4,38,1,2,2,3,1,1,2,0
2,6,2,3,753.0,1,3,2,2,3,3,1,64,3,2,1,3,2,1,2,1
2,7,2,3,2576.0,1,3,2,3,3,2,1,35,3,2,1,3,2,1,1,1
2,6,2,3,590.0,1,2,3,4,1,3,1,26,3,2,1,2,2,1,1,1
2,8,2,3,1414.0,1,3,4,3,3,2,1,33,3,2,1,3,2,1,1,1
2,12,2,3,1103.0,1,4,4,3,3,3,1,29,3,2,2,3,2,1,2,1
2,12,3,3,585.0,1,3,4,4,2,4,1,20,3,1,2,3,2,1,2,1
2,6,2,3,1068.0,1,5,4,3,1,4,3,28,3,2,1,3,1,1,2,1
1,8,4,0,713.0,1,5,4,3,1,4,1,47,3,2,2,2,2,1,2,1
2,12,2,3,1092.0,1,3,4,2,3,4,1,49,3,2,2,3,2,2,2,1
2,7,2,3,2329.0,1,2,1,2,3,1,1,45,3,2,1,3,2,1,2,1
2,13,4,3,882.0,1,2,4,3,3,4,1,23,3,2,2,3,2,1,2,1
2,18,2,3,866.0,1,3,4,4,3,2,1,25,3,2,1,2,2,1,2,1
2,7,2,3,2415.0,1,3,3,3,3,2,1,34,3,2,1,3,2,1,2,1
2,13,2,3,2101.0,1,2,2,2,3,4,2,23,3,2,1,2,2,1,2,1
2,18,2,3,1301.0,1,5,4,4,3,2,1,32,3,2,1,2,2,1,2,1
2,18,2,3,1113.0,1,3,4,2,3,4,1,26,3,2,1,2,1,1,2,1
2,8,2,3,760.0,1,4,4,2,3,2,1,44,3,2,1,2,2,1,2,1
2,12,2,3,625.0,1,2,4,4,3,1,1,26,1,2,1,2,2,1,2,1
3,6,4,0,1323.0,2,5,2,1,1,4,3,28,3,2,2,3,1,2,2,1
1,9,4,3,1138.0,1,3,4,3,1,4,1,25,3,2,2,2,2,1,2,1
2,18,4,3,1795.0,1,5,3,2,3,4,1,48,1,1,2,2,2,2,2,1
2,15,4,3,2728.0,5,4,4,3,3,2,1,35,1,2,3,3,2,2,2,1
2,6,2,3,484.0,1,4,3,4,3,3,1,28,1,2,1,2,2,1,2,1
2,10,1,3,1048.0,1,3,4,3,1,4,1,23,2,2,1,2,2,1,2,1
2,12,2,3,1155.0,1,5,3,4,3,3,1,40,1,2,2,2,2,1,2,1
2,20,3,1,7057.0,5,4,3,3,1,4,2,36,1,1,2,4,1,2,2,1
2,15,4,3,1537.0,5,5,4,3,3,4,1,50,3,2,2,3,2,2,2,1
1,12,2,3,2214.0,1,3,4,3,1,3,2,24,3,2,1,2,2,1,2,1
4,24,4,2,1585.0,1,4,4,3,1,3,2,40,3,2,2,3,2,1,2,1
2,10,2,2,1521.0,1,3,4,1,1,2,3,31,3,2,1,2,2,1,2,1
2,36,1,4,3990.0,5,2,3,2,1,2,4,29,1,2,1,1,2,1,2,1
3,18,2,2,3049.0,1,2,1,2,1,1,2,45,2,2,1,2,2,1,2,1
1,24,2,3,1282.0,2,3,4,2,1,2,3,32,3,2,1,2,2,1,2,0
4,60,2,3,10144.0,2,4,2,2,1,4,1,21,3,2,1,3,2,2,2,1
1,12,2,0,1168.0,1,3,4,4,1,3,1,27,3,2,1,2,2,1,2,1
2,6,2,5,454.0,1,2,3,4,1,1,2,22,3,2,1,2,2,1,2,1
4,15,3,1,3594.0,1,2,1,2,1,2,2,46,3,2,2,2,2,1,2,1
4,12,2,2,1768.0,1,3,3,3,1,2,1,24,3,1,1,2,2,1,2,1
4,60,3,3,15653.0,1,4,2,3,1,4,3,21,3,2,2,3,2,2,2,1
3,12,3,0,2247.0,1,3,2,2,1,2,3,36,2,2,2,3,2,2,2,1
4,24,2,3,1413.0,1,3,4,4,1,2,2,28,3,2,1,3,2,1,2,1
2,45,4,1,4576.0,2,1,3,3,1,4,3,27,3,2,1,3,2,1,2,1
1,24,4,3,1231.0,4,5,4,2,1,4,2,57,3,1,2,4,2,2,2,1
1,36,2,1,8335.0,5,5,3,3,1,4,4,47,3,3,1,3,2,1,2,0
2,36,4,1,5800.0,1,3,3,3,1,4,3,34,3,2,2,3,2,2,2,1
1,18,3,6,8471.0,5,3,1,2,1,2,3,23,3,1,2,3,2,2,2,1
1,30,2,2,3622.0,4,5,4,2,1,4,2,57,3,1,2,3,2,2,2,1
1,6,4,3,1169.0,5,5,4,3,1,4,1,67,3,2,2,3,2,2,2,1
4,15,2,4,1262.0,3,4,4,3,1,3,2,36,3,2,2,3,2,2,2,1
3,24,4,2,3617.0,5,5,4,3,2,4,4,20,3,1,2,3,2,1,2,1
2,30,4,0,2181.0,5,5,4,3,1,4,1,36,3,2,2,3,2,1,2,1
1,48,1,9,7685.0,1,4,2,2,3,4,3,37,3,1,1,3,2,1,2,0
4,48,4,6,6110.0,1,3,1,3,1,3,4,31,1,3,1,3,2,2,2,1
4,24,2,0,3757.0,1,5,4,2,2,4,4,62,3,3,1,3,2,2,2,1
1,42,4,5,3394.0,1,1,4,3,2,4,3,65,3,2,2,1,2,1,2,1
4,36,4,9,6304.0,5,5,4,3,1,4,1,36,3,2,2,3,2,1,2,1
4,9,4,6,1244.0,5,5,4,2,1,4,2,41,3,1,2,2,2,1,2,1
4,6,2,0,3518.0,1,3,2,3,3,3,2,26,3,1,1,3,2,1,2,1
4,36,0,5,2613.0,1,3,4,3,1,2,3,27,3,2,2,3,2,1,2,1
1,48,2,6,7476.0,1,4,4,3,1,1,4,50,3,3,1,4,2,2,2,1
4,24,2,9,4591.0,4,3,2,3,1,3,2,54,3,2,3,4,2,2,2,0
2,18,2,2,1924.0,5,2,4,2,1,3,1,27,3,1,1,3,2,1,2,0
2,72,2,3,5595.0,2,3,2,4,1,2,3,24,3,2,1,3,2,1,2,0
2,48,3,6,6224.0,1,5,4,3,1,4,4,50,3,3,1,3,2,1,2,0
3,15,2,6,1905.0,1,5,4,3,1,4,3,40,3,1,1,4,2,2,2,1
4,21,3,1,2993.0,1,3,3,3,1,2,1,28,2,2,2,2,2,1,2,1
4,36,3,1,8947.0,5,4,3,3,1,2,3,31,2,2,1,4,1,2,2,1
1,24,2,2,4020.0,1,3,2,3,1,2,3,27,2,2,1,3,2,1,2,1
2,18,2,1,2779.0,1,3,1,4,1,3,3,21,3,1,1,3,2,2,2,1
4,21,2,0,2782.0,3,4,1,2,1,2,3,31,1,2,1,4,2,1,2,1
4,12,2,0,1884.0,1,5,4,3,1,4,3,39,3,2,1,4,2,2,2,1
4,36,4,1,11054.0,5,3,4,3,1,2,3,30,3,2,1,4,2,2,2,1
2,60,3,3,9157.0,5,3,2,3,1,2,4,27,3,3,1,4,2,1,2,1
2,42,1,1,9283.0,1,1,1,3,1,2,4,55,1,3,1,4,2,2,2,1
4,60,2,0,6527.0,5,3,4,3,1,4,4,34,3,3,1,3,1,2,2,1
4,15,4,1,3368.0,4,5,3,3,1,4,4,23,3,1,2,3,2,2,2,1
1,15,2,0,2511.0,1,1,1,2,1,4,3,23,3,1,1,3,2,1,2,1
1,36,2,1,5493.0,1,5,2,3,1,4,4,42,3,3,1,3,1,1,2,1
4,6,2,4,1338.0,3,3,1,1,1,4,1,62,3,2,1,3,2,1,2,1
2,9,2,3,1082.0,1,5,4,3,1,4,3,37,3,2,2,2,2,1,2,1
4,18,4,3,1149.0,4,3,4,3,1,3,1,46,3,2,2,3,2,1,2,1
2,15,2,5,1308.0,1,5,4,3,1,4,3,38,3,2,2,2,2,1,2,1
2,20,0,1,6148.0,2,5,3,4,1,4,3,31,1,2,2,3,2,2,2,1
4,12,2,2,1736.0,1,4,3,2,1,4,1,31,3,2,1,2,2,1,2,1
4,12,2,3,3059.0,4,4,2,1,1,4,1,61,3,2,1,2,2,1,2,1
1,24,2,2,2996.0,5,3,2,4,1,4,3,20,3,2,1,3,2,1,2,0
4,30,4,1,7596.0,5,5,1,3,1,4,3,63,3,2,2,3,2,1,2,1
4,30,2,1,4811.0,5,4,2,2,1,4,2,24,2,1,1,2,2,1,2,1
4,6,2,2,1766.0,1,3,1,4,1,2,2,21,3,1,1,3,2,1,2,1
2,24,2,1,2760.0,5,5,4,3,1,4,4,36,1,3,1,3,2,2,2,1
4,24,4,5,5507.0,1,5,3,3,1,4,4,44,3,3,2,3,2,1,2,1
2,9,2,6,1199.0,1,4,4,2,1,4,2,67,3,2,2,4,2,2,2,1
3,24,2,2,2892.0,1,5,3,1,1,4,4,51,3,3,1,3,2,1,2,1
2,36,3,0,2862.0,2,5,4,3,1,3,4,30,3,3,1,3,2,1,2,1
1,9,2,0,654.0,1,3,4,3,1,3,3,28,3,2,1,2,2,1,2,0
2,9,4,6,1136.0,4,5,4,3,1,3,4,32,3,3,2,3,1,1,2,0
2,24,2,1,4113.0,3,2,3,2,1,4,3,28,3,1,1,3,2,1,2,0
2,6,2,0,14555.0,5,1,1,3,1,2,2,23,3,2,1,1,2,2,2,0
1,15,0,0,950.0,1,5,4,3,1,3,3,33,3,1,2,3,1,1,2,0
1,24,4,0,1199.0,1,5,4,3,1,4,3,60,3,2,2,2,2,1,2,0
1,12,0,0,1082.0,1,3,4,3,1,4,3,48,1,2,2,3,2,1,2,0
2,30,2,0,2150.0,1,3,4,2,3,2,4,24,1,2,1,3,2,1,2,0
2,36,4,0,2820.0,1,2,4,1,1,4,3,27,3,2,2,3,2,1,2,0
2,48,2,3,3060.0,1,4,4,3,1,4,1,28,3,2,2,3,2,1,2,0
1,18,2,3,2600.0,1,3,4,3,1,4,4,65,3,3,2,3,2,1,2,0
4,21,0,0,5003.0,5,3,1,2,1,4,2,29,1,2,2,3,2,2,2,0
2,60,2,6,6288.0,1,3,4,3,1,4,4,42,3,3,1,3,2,1,2,0
4,24,3,0,2538.0,1,5,4,3,1,4,3,47,3,2,2,2,1,1,2,0
4,9,2,3,1478.0,1,4,4,3,1,2,3,22,3,2,1,3,2,1,2,0
2,39,4,3,4933.0,1,4,2,3,3,2,1,25,3,2,2,3,2,1,2,0
4,18,4,0,1530.0,1,3,3,3,1,2,2,32,1,2,2,3,2,1,2,0
2,9,1,0,1437.0,2,4,2,3,1,3,4,29,3,2,1,3,2,1,2,0
1,15,2,4,1275.0,5,3,4,2,1,2,3,24,3,1,1,3,2,1,2,0
1,24,2,3,1823.0,1,1,4,3,1,2,3,30,2,2,1,4,1,1,2,0
1,9,2,0,1422.0,1,2,3,3,1,2,4,27,3,3,1,4,2,2,2,0
1,18,2,4,1217.0,1,3,4,4,1,3,1,47,3,2,1,2,2,2,2,0
1,36,2,0,9271.0,1,4,2,3,1,1,3,24,3,2,1,3,2,2,2,0
1,36,3,9,2145.0,1,4,2,3,1,1,3,24,3,2,2,3,2,2,2,0
1,36,2,0,1842.0,1,2,4,2,1,4,3,34,3,2,1,3,2,2,2,0
2,18,3,2,4297.0,1,5,4,1,1,3,4,40,3,2,1,4,2,2,2,0
1,6,4,2,3384.0,1,3,1,1,1,4,1,44,3,1,1,4,2,2,2,0
2,18,4,3,1245.0,1,3,4,4,1,2,3,33,3,2,1,3,2,1,2,0
4,15,2,6,4623.0,2,3,3,3,1,2,2,40,3,2,1,4,2,2,2,0
2,30,4,2,8386.0,1,4,2,3,1,2,2,49,3,2,1,3,2,1,2,0
1,24,3,3,1024.0,1,2,4,4,1,4,1,48,2,2,1,3,2,1,2,0
2,36,2,0,14318.0,1,5,4,3,1,2,4,57,3,3,1,4,2,2,2,0
2,6,1,6,433.0,4,2,4,2,1,2,2,24,1,1,1,3,1,1,2,0
1,12,1,3,2149.0,1,3,4,1,1,1,4,29,3,3,1,3,2,1,2,0
4,24,2,3,2397.0,3,5,3,3,1,2,3,35,1,2,2,3,2,2,2,0
2,6,1,0,931.0,2,2,1,2,1,1,2,32,2,2,1,2,2,1,2,0
2,15,3,5,1512.0,4,3,3,4,1,3,2,61,2,2,2,3,2,1,2,0
2,24,0,9,4241.0,1,3,1,3,1,4,1,36,3,2,3,2,2,2,2,0
2,24,4,2,4736.0,1,2,2,2,1,4,3,25,1,2,1,2,2,1,2,0
2,15,0,0,1778.0,1,2,2,2,1,1,1,26,3,1,2,1,2,1,2,0
3,15,2,3,2327.0,1,2,2,2,1,3,1,25,3,2,1,2,2,1,2,0
1,24,1,2,6872.0,1,2,2,1,1,1,2,55,1,2,1,3,2,2,2,0
1,12,2,6,795.0,1,2,4,2,1,4,2,53,3,2,1,3,2,1,2,0
3,30,3,9,1908.0,1,5,4,3,1,4,1,66,3,2,1,4,2,2,2,0
2,36,0,9,1953.0,1,5,4,3,1,4,4,61,3,3,1,4,2,2,2,0
3,18,2,2,2864.0,1,3,2,3,1,1,1,34,3,2,1,2,1,1,2,0
3,21,4,6,2319.0,1,2,2,1,1,1,3,33,3,1,1,3,2,1,2,0
1,24,2,0,915.0,5,5,4,2,1,2,3,29,1,2,1,3,2,1,2,0
3,24,2,0,947.0,1,4,4,3,1,3,4,38,1,3,1,3,1,1,2,0
1,24,2,0,1381.0,5,3,4,2,1,2,2,35,3,2,1,3,2,1,2,0
1,24,2,0,1285.0,5,4,4,2,1,4,4,32,3,1,1,3,2,1,2,0
1,24,2,0,1371.0,5,3,4,2,1,4,1,25,3,1,1,3,2,1,2,0
2,18,2,0,1042.0,5,3,4,2,1,2,2,33,3,2,1,3,2,1,2,0
1,12,2,0,900.0,5,3,4,4,1,2,3,23,3,2,1,3,2,1,2,0
1,24,2,0,1207.0,1,2,4,2,1,4,2,24,3,1,1,3,2,1,2,0
2,18,0,0,2278.0,2,2,3,2,1,3,3,28,3,2,2,3,2,1,2,0
1,60,3,9,6836.0,1,5,3,3,1,4,4,63,3,2,2,3,2,2,2,0
1,24,2,2,3345.0,1,5,4,3,1,2,2,39,3,1,1,4,2,2,2,0
1,6,1,6,1198.0,1,5,4,2,1,4,4,35,3,3,1,3,2,1,2,0
2,48,2,9,15672.0,1,3,2,3,1,2,3,23,3,2,1,3,2,2,2,0
1,60,2,9,7297.0,1,5,4,3,2,4,4,36,3,1,1,3,2,1,2,0
4,18,2,5,1943.0,1,2,4,2,1,4,1,23,3,2,1,3,2,1,2,0
1,18,2,3,3190.0,1,3,2,2,1,2,1,24,3,2,1,3,2,1,2,0
2,9,1,1,5129.0,1,5,2,2,1,4,4,74,1,3,1,4,1,2,2,0
4,18,3,2,1808.0,1,4,4,2,1,1,1,22,3,2,1,3,2,1,2,0
3,10,2,0,1240.0,2,5,1,2,1,4,4,48,3,3,1,2,1,1,2,0
1,12,2,0,759.0,1,4,4,3,1,2,1,26,3,2,1,3,2,1,2,0
2,8,2,2,1237.0,1,3,3,2,1,4,1,24,3,2,1,3,2,1,2,0
4,9,2,2,1980.0,1,2,2,2,2,2,3,19,3,1,2,3,2,1,2,0
2,48,2,3,10961.0,4,4,1,3,2,2,4,27,1,2,2,3,2,2,2,0
1,36,3,6,6887.0,1,3,4,3,1,3,2,29,2,2,1,3,2,2,2,0
1,24,2,3,1938.0,1,2,4,1,1,3,2,32,3,2,1,3,2,1,2,0
1,21,2,3,1835.0,1,3,3,2,1,2,1,25,3,2,2,3,2,2,2,0
1,24,3,3,1659.0,1,2,4,2,1,2,3,29,3,1,1,2,2,2,2,0
2,6,3,0,1209.0,1,1,4,3,1,4,2,47,3,2,1,4,2,2,2,0
2,48,0,9,3844.0,2,4,4,3,1,4,4,34,3,3,1,2,1,1,2,0
1,12,4,0,4843.0,1,5,3,3,2,4,2,43,3,1,2,3,2,2,2,0
2,12,2,5,639.0,1,3,4,3,1,2,3,30,3,2,1,3,2,1,2,0
2,48,2,3,5951.0,1,3,2,2,1,2,1,22,3,2,1,3,2,1,2,0
2,36,0,3,3804.0,1,3,4,2,1,1,3,42,3,2,1,3,2,2,2,0
4,36,3,3,4463.0,1,3,4,3,1,2,3,26,3,2,2,4,2,2,2,0
4,36,3,9,7980.0,5,2,4,3,1,4,3,27,3,1,2,3,2,2,2,0
3,36,2,3,4210.0,1,3,4,3,1,2,3,26,3,2,1,3,2,1,2,0
4,6,2,2,4611.0,1,2,1,2,1,4,2,32,3,2,1,3,2,1,2,0
2,24,2,1,11560.0,1,3,1,2,1,4,3,23,3,1,2,4,2,1,2,0
4,18,0,9,4165.0,1,3,2,3,1,2,3,36,2,2,2,3,1,1,2,0
2,24,2,2,4057.0,1,4,3,1,1,3,3,43,3,2,1,3,2,2,2,0
4,18,1,0,6458.0,1,5,2,3,1,4,4,39,1,2,2,4,1,2,2,0
4,12,2,0,1386.0,3,3,2,2,1,2,2,26,3,2,1,3,2,1,2,0
1,36,2,6,1977.0,5,5,4,3,1,4,4,40,3,2,1,4,2,2,2,0
2,18,4,2,1928.0,1,2,2,3,1,2,1,31,3,2,2,2,2,1,2,0
4,12,2,2,1123.0,3,3,4,2,1,4,3,29,3,1,1,2,2,1,2,0
2,24,2,10,11328.0,1,3,2,3,2,3,3,29,1,2,2,4,2,2,2,0
2,24,4,10,11938.0,1,3,2,3,2,3,3,39,3,2,2,4,1,2,2,0
2,27,4,3,2520.0,3,3,4,3,1,2,2,23,3,2,2,2,2,1,2,0
2,30,3,3,1919.0,2,2,4,3,1,3,4,30,2,2,2,4,2,1,2,0
2,60,1,10,14782.0,2,5,3,2,1,4,4,60,1,3,2,4,2,2,2,0
2,36,2,3,2671.0,2,3,4,2,2,4,4,50,3,3,1,3,2,1,2,0
2,36,2,6,12612.0,2,3,1,3,1,4,4,47,3,3,1,3,1,2,2,0
2,45,2,3,3031.0,2,3,4,3,3,4,2,21,3,1,1,3,2,1,2,0
1,12,1,3,626.0,1,3,4,2,1,4,1,24,1,2,1,2,2,1,2,0
2,24,4,9,1935.0,1,5,4,1,1,4,1,31,3,2,2,3,2,2,2,0
3,24,4,0,1344.0,5,4,4,3,1,2,1,37,1,2,2,2,1,1,2,0
4,18,2,2,1533.0,1,2,4,4,2,1,2,43,3,2,1,2,1,1,2,0
1,48,2,0,3931.0,1,4,4,3,1,4,4,46,3,3,1,3,1,1,2,0
1,24,1,2,3349.0,3,2,4,3,1,4,4,30,3,3,1,3,1,2,2,0
1,36,2,3,2302.0,1,3,4,1,1,4,3,31,3,1,1,3,2,1,2,0
1,42,2,3,3965.0,1,2,4,3,1,3,3,34,3,2,1,3,2,1,2,0
1,12,2,3,727.0,2,2,4,4,1,3,4,33,3,2,1,2,2,2,2,0
4,48,2,9,3914.0,5,3,4,1,1,2,1,38,1,2,1,3,2,1,2,0
1,48,2,9,4308.0,1,2,3,2,1,4,2,24,3,1,1,3,2,1,2,0
2,12,2,3,1534.0,1,2,1,4,1,1,1,23,3,1,1,3,2,1,2,0
4,18,4,0,2775.0,1,4,2,3,1,2,2,31,1,2,2,3,2,1,2,0
1,40,4,6,5998.0,1,3,4,3,1,3,4,27,1,2,1,3,2,2,2,0
3,15,4,3,1271.0,5,3,3,3,1,4,4,39,3,3,2,3,2,2,2,0
2,12,2,0,1295.0,1,2,3,2,1,1,3,25,3,1,1,3,2,1,2,0
2,36,2,1,9398.0,1,2,1,4,1,4,3,28,3,1,1,4,2,2,2,0
2,12,2,2,951.0,2,2,4,2,1,4,3,27,1,1,4,3,2,1,2,0
2,24,2,0,1355.0,1,2,3,2,1,4,3,25,3,2,1,2,2,2,2,0
1,48,2,4,3051.0,1,3,3,3,1,4,3,54,3,2,1,3,2,1,2,0
4,36,4,0,7855.0,1,3,4,2,1,2,1,25,2,2,2,3,2,2,2,0
4,18,2,3,433.0,1,1,3,2,2,4,1,22,3,1,1,3,2,1,2,0
4,36,3,9,9572.0,1,2,1,1,1,1,3,28,3,2,2,3,2,1,2,0
2,24,1,6,1837.0,1,4,4,2,1,4,4,34,1,3,1,2,2,1,2,0
2,30,4,0,4249.0,1,1,4,4,1,2,3,28,3,2,2,4,2,1,2,0
2,30,4,0,5234.0,1,1,4,4,1,2,3,28,3,2,2,4,2,1,2,0
1,48,2,3,6758.0,1,3,3,2,1,2,3,31,3,2,1,3,2,2,2,0
1,9,2,3,1366.0,1,2,3,2,1,4,2,22,3,1,1,3,2,1,2,0
1,24,1,10,1358.0,5,5,4,3,1,3,3,40,2,2,1,4,2,2,2,0
1,18,2,2,2473.0,1,1,4,3,1,1,3,25,3,2,1,1,2,1,2,0
3,9,0,3,1337.0,1,2,4,3,1,2,3,34,3,2,2,4,2,2,2,0
1,48,2,0,7763.0,1,5,4,3,1,4,4,42,1,3,1,4,2,1,2,0
2,15,1,0,1264.0,2,3,2,4,1,2,2,25,3,1,1,3,2,1,2,0
2,15,2,0,2631.0,2,3,2,2,1,4,3,28,3,1,2,3,2,2,2,0
2,48,2,0,6560.0,2,4,3,3,1,2,2,24,3,2,1,3,2,1,2,0
1,24,2,0,3123.0,1,2,4,2,1,1,2,27,3,2,1,3,2,1,2,0
1,36,4,6,8065.0,1,3,3,2,1,2,4,25,3,2,2,4,2,2,2,0
1,24,2,3,2439.0,1,2,4,2,1,4,1,35,3,2,1,3,2,2,2,0
2,36,2,2,9034.0,2,2,4,3,2,1,4,29,3,1,1,4,2,2,2,0
2,60,2,0,14027.0,1,4,4,3,1,2,4,27,3,2,1,4,2,2,2,0
1,36,4,1,9629.0,1,4,4,3,1,4,3,24,3,2,2,3,2,2,2,0
2,12,2,3,1484.0,5,3,2,4,1,1,1,25,3,2,1,3,2,2,2,0
1,18,2,2,1131.0,1,1,4,2,1,2,3,33,3,2,1,3,2,1,2,0
2,24,3,2,2064.0,1,1,3,2,1,2,2,34,3,2,1,4,2,2,2,0
2,18,2,1,12976.0,1,1,3,2,1,4,4,38,3,3,1,4,2,2,2,0
4,21,3,9,2580.0,3,2,4,3,1,2,1,41,1,2,1,2,1,1,2,0
4,27,2,0,2570.0,1,3,3,2,1,3,1,21,3,1,1,3,2,1,2,0
2,27,2,9,3915.0,1,3,4,3,1,2,3,36,3,2,1,3,1,2,2,0
4,10,2,0,1309.0,5,3,4,3,3,4,2,27,3,2,1,2,2,1,2,0
1,24,2,0,4817.0,1,4,2,3,2,3,2,31,3,2,1,3,2,2,2,0
1,12,2,0,2579.0,1,2,4,3,1,1,1,33,3,2,1,2,1,1,2,0
2,36,3,0,2225.0,1,5,4,3,1,4,4,57,1,3,2,3,2,2,2,0
1,18,2,2,4153.0,1,3,2,3,2,3,3,42,3,2,1,3,2,1,2,0
1,18,0,2,3114.0,1,2,1,2,1,4,2,26,3,1,1,3,2,1,2,0
1,18,4,2,2124.0,1,3,4,2,1,4,1,24,3,1,2,3,2,1,2,0
1,18,1,2,1553.0,1,3,4,3,1,3,3,44,1,2,1,3,2,1,2,0
1,30,2,2,2406.0,1,4,4,2,1,4,1,23,3,1,1,3,2,1,2,0
1,24,3,0,1333.0,1,1,4,3,1,2,1,43,3,3,2,3,1,1,2,0
1,48,0,2,7119.0,1,3,3,3,1,4,4,53,3,3,2,3,1,1,2,0
1,24,3,0,4870.0,1,3,3,3,1,4,4,53,3,3,2,3,1,1,2,0
1,12,4,0,691.0,1,5,4,3,1,3,2,35,3,2,2,3,2,1,2,0
1,42,3,3,4370.0,1,4,3,3,1,2,2,26,1,2,2,3,1,2,2,0
1,36,1,2,2746.0,1,5,4,3,1,4,3,31,1,2,1,3,2,1,2,0
1,24,0,2,4110.0,1,5,3,3,1,4,4,23,1,1,2,3,1,1,2,0
1,18,2,2,2462.0,1,3,2,3,1,2,3,22,3,2,1,3,2,1,2,0
1,12,2,2,1282.0,1,3,2,2,1,4,3,20,3,1,1,3,2,1,2,0
2,12,0,2,2969.0,1,2,4,2,1,3,2,25,3,1,2,3,2,1,2,0
1,48,0,1,4605.0,1,5,3,3,1,4,4,24,3,3,2,3,1,1,2,0
1,48,4,1,6331.0,1,5,4,3,1,4,4,46,3,3,2,3,2,2,2,0
1,24,1,2,3552.0,1,4,3,3,1,4,3,27,1,2,1,3,2,1,2,0
1,12,1,0,697.0,1,2,4,3,1,2,3,46,1,2,2,3,2,2,2,0
1,24,2,0,1442.0,1,4,4,2,1,4,3,23,3,1,2,3,2,1,2,0
1,27,0,9,5293.0,1,1,2,3,1,4,2,50,3,2,2,3,2,2,2,0
1,21,3,6,3414.0,1,2,2,3,1,1,2,26,2,2,2,3,2,1,2,0
